2022-05-12 11:23:16.988 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': 'c8919df9-a9c4-45dc-8c76-d424e7b01720', 'shadow': None, 'eta': '2022-05-11T16:59:17.896609+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 2, 'timelimit': [None, None], 'root_id': 'c8919df9-a9c4-45dc-8c76-d424e7b01720', 'parent_id': 'c8919df9-a9c4-45dc-8c76-d424e7b01720', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen95905@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': 'c8919df9-a9c4-45dc-8c76-d424e7b01720', 'reply_to': '0680ff7e-bb7a-3190-a648-ca2a7a7da493', 'replaced_task_nesting': 0, 'origin': 'gen55191@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'df73d2c6-7b74-4627-b35e-61561092cd0d'}, 'reply_to': '0680ff7e-bb7a-3190-a648-ca2a7a7da493', 'correlation_id': 'c8919df9-a9c4-45dc-8c76-d424e7b01720', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-12 19:25:56.793 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-12 19:25:58.464 | tasks.py 93 | WARNING | 3
2022-05-12 19:25:58.465 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-12 19:26:00.446 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-12 19:26:00.909 | tasks.py 93 | WARNING | 3
2022-05-12 19:26:00.910 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-12 19:26:03.514 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-12 19:26:03.966 | tasks.py 93 | WARNING | 3
2022-05-12 19:26:03.967 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-12 19:26:05.892 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 09:43:02.538 | tasks.py 93 | WARNING | 1
2022-05-17 09:43:02.540 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 09:43:02.541 | tasks.py 93 | WARNING | 1
2022-05-17 09:43:02.545 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 09:43:02.586 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 19:48:37.242 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 19:48:37.253 | tasks.py 93 | WARNING | 2
2022-05-17 19:48:37.256 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 19:48:37.256 | tasks.py 93 | WARNING | 2
2022-05-17 19:48:37.257 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.144 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.218 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.218 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.247 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.253 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.394 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.396 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.397 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.442 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.443 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.516 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.517 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.538 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.688 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.777 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.777 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.790 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.791 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.849 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.850 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.900 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:27.901 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.902 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.929 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.929 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:27.986 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:27.987 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.027 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.027 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.030 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.041 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.217 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.217 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.304 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.312 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.362 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.388 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.413 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.490 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.502 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.559 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.559 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-17 23:39:28.559 | tasks.py 93 | WARNING | 2
2022-05-17 23:39:28.561 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-17 23:39:28.561 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 05:34:40.311 | tasks.py 93 | WARNING | 3
2022-05-18 05:34:40.315 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 05:34:40.487 | tasks.py 93 | WARNING | 3
2022-05-18 05:34:40.487 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 05:34:40.487 | tasks.py 93 | WARNING | 3
2022-05-18 05:34:40.488 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 05:34:40.489 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 05:34:40.881 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:44.342 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:44.351 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:44.347 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:44.382 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:44.540 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:44.548 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:44.549 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:45.959 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:46.137 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:46.132 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:46.153 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:46.149 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:46.190 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:46.367 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:46.388 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:46.871 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:46.873 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:47.342 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:47.387 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:47.395 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 08:19:47.391 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 08:19:47.419 | tasks.py 93 | WARNING | 3
2022-05-18 08:19:47.433 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 09:02:51.749 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 09:11:16.549 | tasks.py 93 | WARNING | 2
2022-05-18 09:11:16.550 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 09:11:16.572 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 09:11:16.596 | tasks.py 93 | WARNING | 2
2022-05-18 09:11:16.597 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 09:11:16.605 | tasks.py 93 | WARNING | 2
2022-05-18 09:11:16.606 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 09:11:16.852 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 09:19:58.655 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 09:19:58.668 | tasks.py 93 | WARNING | 3
2022-05-18 09:19:58.668 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 09:19:58.669 | tasks.py 93 | WARNING | 3
2022-05-18 09:19:58.670 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:07:36.513 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:07:36.525 | tasks.py 93 | WARNING | 2
2022-05-18 10:07:36.525 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:07:36.548 | tasks.py 93 | WARNING | 2
2022-05-18 10:07:36.549 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:07:36.562 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:07:36.569 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:07:37.354 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:07:37.398 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:13.911 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:13.913 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:13.915 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:13.968 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:14.259 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:13.966 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:14.954 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:15.903 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:15.904 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:15.966 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:15.991 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:15.991 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:15.992 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:15.992 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:16.162 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:16.171 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 10:34:16.873 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:16.928 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:16.929 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:17.114 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 10:34:17.114 | tasks.py 93 | WARNING | 3
2022-05-18 10:34:17.115 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:28:43.425 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:28:43.437 | tasks.py 93 | WARNING | 3
2022-05-18 14:28:43.438 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:28:43.480 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:28:43.529 | tasks.py 93 | WARNING | 3
2022-05-18 14:28:43.529 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:28:43.596 | tasks.py 93 | WARNING | 3
2022-05-18 14:28:43.596 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:39.504 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:39.504 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:39.505 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:39.509 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:39.510 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:39.511 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:39.525 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:40.367 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:40.368 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:40.464 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:40.541 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:40.542 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:40.612 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:40.613 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:40.629 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:40.630 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:41.353 | tasks.py 93 | WARNING | 3
2022-05-18 14:31:41.353 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-18 14:31:41.376 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:41.543 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:31:41.702 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 14:32:16.573 | tasks.py 126 | WARNING | ip信誉异常重试
2022-05-18 15:38:29.325 | tasks.py 22 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': 'a60d819b-9de4-40f7-9e51-780ff23af003', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': 'a60d819b-9de4-40f7-9e51-780ff23af003', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen2264@WOODdeMBP', 'ignore_result': False, 'properties': {'correlation_id': 'a60d819b-9de4-40f7-9e51-780ff23af003', 'reply_to': 'adcfe535-bfde-31bb-8731-d96d7ea746fa', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery'}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'a3ee7af8-3e61-490d-9c80-bc07c0a91575'}, 'reply_to': 'adcfe535-bfde-31bb-8731-d96d7ea746fa', 'correlation_id': 'a60d819b-9de4-40f7-9e51-780ff23af003', 'hostname': 'celery@WOODdeMBP.lan', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-18 15:38:29.345 | tasks.py 23 | WARNING | 0
2022-05-18 15:38:29.346 | tasks.py 25 | WARNING | 异常重试
