2022-05-10 13:15:14.360 | tasks.py 89 | WARNING | IP分析异常重试
2022-05-11 08:59:38.724 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '2f658760-f7b2-4f94-b461-3e549080ec90', 'shadow': None, 'eta': '2022-05-10T22:16:48.276827+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '2f658760-f7b2-4f94-b461-3e549080ec90', 'parent_id': '2f658760-f7b2-4f94-b461-3e549080ec90', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen43580@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '2f658760-f7b2-4f94-b461-3e549080ec90', 'reply_to': '0ebcd06a-5c6d-313e-92ba-9a7bcb3156f1', 'replaced_task_nesting': 0, 'origin': 'gen43595@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '064d6b8c-57ee-4f96-be0c-9496c9038a79'}, 'reply_to': '0ebcd06a-5c6d-313e-92ba-9a7bcb3156f1', 'correlation_id': '2f658760-f7b2-4f94-b461-3e549080ec90', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:38.724 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:38.725 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.024 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:39.026 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:39.036 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '61ca87e4-e454-488b-ab48-ea4436bbfb08', 'shadow': None, 'eta': '2022-05-10T22:15:42.817034+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '61ca87e4-e454-488b-ab48-ea4436bbfb08', 'parent_id': '61ca87e4-e454-488b-ab48-ea4436bbfb08', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen43038@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '61ca87e4-e454-488b-ab48-ea4436bbfb08', 'reply_to': '5c295640-968a-346e-97d2-f78b235aa3cb', 'replaced_task_nesting': 0, 'origin': 'gen43058@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '32459751-9bdb-4dbf-a33c-6968be7ce6a0'}, 'reply_to': '5c295640-968a-346e-97d2-f78b235aa3cb', 'correlation_id': '61ca87e4-e454-488b-ab48-ea4436bbfb08', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.037 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.038 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.046 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': 'a89f8d82-9c09-42fb-8c61-fc24eabd9dae', 'shadow': None, 'eta': '2022-05-10T22:16:23.078712+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': 'a89f8d82-9c09-42fb-8c61-fc24eabd9dae', 'parent_id': 'a89f8d82-9c09-42fb-8c61-fc24eabd9dae', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen43367@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': 'a89f8d82-9c09-42fb-8c61-fc24eabd9dae', 'reply_to': 'ede5d1f9-9a65-3f3c-bf39-ea15e8007e99', 'replaced_task_nesting': 0, 'origin': 'gen43370@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '9c56020b-adb8-4609-8403-b3189282fd1d'}, 'reply_to': 'ede5d1f9-9a65-3f3c-bf39-ea15e8007e99', 'correlation_id': 'a89f8d82-9c09-42fb-8c61-fc24eabd9dae', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.047 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.048 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.061 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': 'dd4b1c68-6e1d-43b2-9234-dc1343d54455', 'shadow': None, 'eta': '2022-05-10T22:21:48.205134+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': 'dd4b1c68-6e1d-43b2-9234-dc1343d54455', 'parent_id': 'dd4b1c68-6e1d-43b2-9234-dc1343d54455', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen45764@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': 'dd4b1c68-6e1d-43b2-9234-dc1343d54455', 'reply_to': 'f4696c54-ef0f-3ab2-a2cb-5821dd0349d7', 'replaced_task_nesting': 0, 'origin': 'gen45785@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '2d168e18-73fd-4318-aba9-8afeb0ef2879'}, 'reply_to': 'f4696c54-ef0f-3ab2-a2cb-5821dd0349d7', 'correlation_id': 'dd4b1c68-6e1d-43b2-9234-dc1343d54455', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.062 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.063 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.159 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:39.160 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:39.167 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '90db458b-eae7-4895-b801-231f5736eba7', 'shadow': None, 'eta': '2022-05-10T22:22:26.309466+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '90db458b-eae7-4895-b801-231f5736eba7', 'parent_id': '90db458b-eae7-4895-b801-231f5736eba7', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen46094@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '90db458b-eae7-4895-b801-231f5736eba7', 'reply_to': 'a9e03efc-5549-36c7-9b0d-40fddadb4bdd', 'replaced_task_nesting': 0, 'origin': 'gen46104@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'cb149d5a-7e26-4442-beef-5f1053d27506'}, 'reply_to': 'a9e03efc-5549-36c7-9b0d-40fddadb4bdd', 'correlation_id': '90db458b-eae7-4895-b801-231f5736eba7', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.168 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.168 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.203 | tasks.py 124 | WARNING | ip信誉异常重试
2022-05-11 08:59:39.298 | tasks.py 124 | WARNING | ip信誉异常重试
2022-05-11 08:59:39.305 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '684c76b3-bb51-4c67-ad25-647a92211845', 'shadow': None, 'eta': '2022-05-10T22:28:06.157752+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '684c76b3-bb51-4c67-ad25-647a92211845', 'parent_id': '684c76b3-bb51-4c67-ad25-647a92211845', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen48657@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '684c76b3-bb51-4c67-ad25-647a92211845', 'reply_to': '3f4bf77d-0e3a-3494-a06e-fdeb9e0bd3c3', 'replaced_task_nesting': 0, 'origin': 'gen48685@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'a2d41d49-86ca-44c2-ac50-8078371ff826'}, 'reply_to': '3f4bf77d-0e3a-3494-a06e-fdeb9e0bd3c3', 'correlation_id': '684c76b3-bb51-4c67-ad25-647a92211845', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.306 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.306 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:39.313 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '5282d847-82ec-4840-98c2-0969753f7972', 'shadow': None, 'eta': '2022-05-10T22:29:46.839532+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '5282d847-82ec-4840-98c2-0969753f7972', 'parent_id': '5282d847-82ec-4840-98c2-0969753f7972', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen49452@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '5282d847-82ec-4840-98c2-0969753f7972', 'reply_to': 'c3519a89-2750-3159-b3e8-e4573b569cf9', 'replaced_task_nesting': 0, 'origin': 'gen49468@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '42a4f82d-057e-45d1-a483-d6be038e6204'}, 'reply_to': 'c3519a89-2750-3159-b3e8-e4573b569cf9', 'correlation_id': '5282d847-82ec-4840-98c2-0969753f7972', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:39.313 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:39.314 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:41.214 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:41.215 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:42.790 | tasks.py 124 | WARNING | ip信誉异常重试
2022-05-11 08:59:42.797 | tasks.py 21 | WARNING | <Context: {'lang': 'py', 'task': 'apps.alarm.tasks.add', 'id': '80ba8f57-0dad-47f2-bf42-d9f5e78aedf3', 'shadow': None, 'eta': '2022-05-10T22:31:05.065560+08:00', 'expires': None, 'group': None, 'group_index': None, 'retries': 1, 'timelimit': [None, None], 'root_id': '80ba8f57-0dad-47f2-bf42-d9f5e78aedf3', 'parent_id': '80ba8f57-0dad-47f2-bf42-d9f5e78aedf3', 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen50106@WOODdeMacBook-Pro.local', 'ignore_result': False, 'redelivered': True, 'properties': {'correlation_id': '80ba8f57-0dad-47f2-bf42-d9f5e78aedf3', 'reply_to': '19b26f43-2c04-3594-84d9-0a228295fd1c', 'replaced_task_nesting': 0, 'origin': 'gen50115@WOODdeMacBook-Pro.local', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'redelivered': True}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': '674c9d61-d77f-4dfd-a2ce-771162b360cd'}, 'reply_to': '19b26f43-2c04-3594-84d9-0a228295fd1c', 'correlation_id': '80ba8f57-0dad-47f2-bf42-d9f5e78aedf3', 'hostname': 'celery@WOODdeMacBook-Pro.local', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': True}, 'args': [], 'kwargs': {}, 'is_eager': False, 'callbacks': None, 'errbacks': None, 'chain': None, 'chord': None, 'called_directly': False, '_protected': 1}>
2022-05-11 08:59:42.798 | tasks.py 22 | WARNING | 1
2022-05-11 08:59:42.800 | tasks.py 24 | WARNING | 异常重试
2022-05-11 08:59:52.627 | tasks.py 124 | WARNING | ip信誉异常重试
2022-05-11 08:59:53.364 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:53.365 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:53.423 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:53.423 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:53.969 | tasks.py 124 | WARNING | ip信誉异常重试
2022-05-11 08:59:54.118 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:54.119 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:54.181 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:54.182 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:55.108 | tasks.py 93 | WARNING | 1
2022-05-11 08:59:55.109 | tasks.py 94 | WARNING | IP分析异常重试
2022-05-11 08:59:56.943 | tasks.py 124 | WARNING | ip信誉异常重试
